,ClubID,IndvID,Country,PostCode,Gender,Age,BirthYear,BirthMonth,ActivityStatus,ResidentialStatus,OwnershipStatus,LiveAlone,Ethnicity,Education,Religion,PersonalChallenges,MaritalStat,ChildNum,ChildCoResNum_1,ChildCoResNum_2,ChildCoResNum_3,ChildCoResNum_4,ChildCoResNum_5,SibsNum,HasOthFamily,HasFriends,ContactInPerson_Child,ContactPhone_Child,ContactEmail_Child,ContactText_Child,ContactVideo_Child,ContactSocMedia_Child,ChangeContact_Child,ChangeInPerson_Child,ContactInPerson_Sibs,ContactPhone_Sibs,ContactEmail_Sibs,ContactText_Sibs,ContactVideo_Sibs,ContactSocMedia_Sibs,ChangeContact_Sibs,ChangeInPerson_Sibs,ContactInPerson_OthFamily,ContactPhone_OthFamily,ContactEmail_OthFamily,ContactText_OthFamily,ContactVideo_OthFamily,ContactSocMedia_OthFamily,ChangeContact_OthFamily,ChangeInPerson_OthFamily,ContactInPerson_Friends,ContactPhone_Friends,ContactEmail_Friends,ContactText_Friends,ContactVideo_Friends,ContactSocMedia_Friends,ChangeContact_Friends,ChangeInPerson_Friends,Lonely,ChangeLonely,HowConcerned,Isolating,ChangeIsolating,DaysExercise,ChangeExercise,DaysAlcohol,ChangeAlcohol,DifficultySleep,ChangeSleep,Disability,LimitActivities,PhysicalHealth,ChangePhysical,MentalHealth,ChangeMental,RotaryMember,RotaryInvolvement,RotaryChange,RotaryChallenges,CovidAct,OthAct,ImpactOnMeetings,ImpactOnPartnerships,ImpactOnFinances,ImpactOnMembership,OthImpact,RotaryResponse,Contrib_Charitable,Contrib_Religious,Contrib_Other,ContribChange_Charitable,ContribChange_Religious,ContribToCovid,Latitude,Longitude
172,108029,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,HNC/HND or equivalent,Protestant,,Married,4,,,,None,,0,Yes,Yes,Yes,No,No,Yes,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,No,No,No,Yes,No,Yes,Remained about the same,Remained about the same,Yes,No,Yes,No,No,No,Remained about the same,Remained about the same,Some of the time,Increased,A little concerned,Some of the time,Remained about the same,2.0,Decreased,1.0,Remained about the same,None,Remained about the same,No,,Very good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Financial contribution,Financial contribution,Financial contribution,Remained about the same,Decreased,Yes,52.068603515625,1.14430236816406
173,108029,2,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,Protestant,,Married,2,,None,,,,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Decreased,Decreased,No,No,No,No,No,No,Remained about the same,Remained about the same,No,Yes,Yes,No,No,No,Increased,Decreased,Yes,Yes,Yes,Yes,No,No,Remained about the same,Decreased,Some of the time,Increased,Very concerned,Some of the time,Remained about the same,7.0,Increased,4.0,Remained about the same,None,Remained about the same,No,,Excellent,Better,Excellent,Better,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Contribution of time,No contribution,,Increased,,Yes,51.3170928955078,-0.023193359375
174,108029,3,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,,English,O level/O grade or equivalent,No religion/Atheist/Agnostic,,Married,2,,None,,,,1,Yes,Yes,Yes,Yes,No,Yes,No,No,Decreased,Decreased,No,Yes,No,No,Yes,No,Remained about the same,Decreased,No,Yes,No,No,Yes,No,Increased,Decreased,Yes,Yes,Yes,Yes,No,No,Decreased,Decreased,Some of the time,Increased,Very concerned,Some of the time,Decreased,7.0,Increased,2.0,Remained about the same,Severe,Worsened,Yes,No,Good,About the same,Good,About the same,Yes,Yes,Decreased,,,,"Yes, positively impacted","Yes, positively impacted","Yes, mixed impact","Yes, mixed impact",,,Both,Financial contribution,Both,Decreased,Remained about the same,In part,51.7218933105468,0.481094360351562
175,108029,4,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,Protestant,,Married,None,,,,,,0,Yes,Yes,No,No,No,No,No,No,,,No,No,No,No,No,No,,,Yes,Yes,Yes,Yes,No,Yes,Remained about the same,Decreased,Yes,Yes,Yes,Yes,Yes,No,Increased,Increased,Some of the time,Increased,Very concerned,Some of the time,Increased,7.0,Remained about the same,5.0,Remained about the same,Mild,Remained about the same,No,,Good,About the same,Good,About the same,Yes,Yes,Decreased,,,,No impact,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Financial contribution,No contribution,Financial contribution,Remained about the same,,In part,52.0435028076171,1.1842041015625
176,108029,5,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,1,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Decreased,Decreased,No,Yes,No,No,No,Yes,Remained about the same,Remained about the same,Yes,Yes,No,No,Yes,No,Decreased,Decreased,No,No,No,No,Yes,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Most of the time,Remained about the same,7.0,Remained about the same,7.0,Remained about the same,None,Remained about the same,No,,Very good,About the same,Excellent,About the same,Yes,No,Decreased,,,,,,,,,,No contribution,No contribution,No contribution,,,,52.0610961914062,1.1575927734375
177,108029,6,England,,Female,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,Protestant,,Married,4,,,,None,,1,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Decreased,Decreased,No,Yes,No,No,No,No,Decreased,Decreased,Yes,Yes,No,Yes,No,Yes,Remained about the same,Decreased,No,No,Yes,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,Most of the time,Remained about the same,5.0,Increased,1.0,Remained about the same,Moderate,Remained about the same,Yes,Yes,Good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Contribution of time,No contribution,Financial contribution,Remained about the same,,In part,52.0605010986328,1.23579406738281
178,108054,1,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,,English,O level/O grade or equivalent,Protestant,,Married,2,,None,,,,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Increased,Increased,No,No,Yes,No,No,No,Remained about the same,Decreased,Yes,Yes,Yes,Yes,No,No,Remained about the same,Increased,Yes,No,No,No,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Remained about the same,7.0,Remained about the same,0.0,Remained about the same,,,No,,Good,About the same,Excellent,About the same,Yes,Yes,Decreased,,,,"Yes, positively impacted","Yes, mixed impact","Yes, negatively impacted","Yes, positively impacted",,,Financial contribution,No contribution,Financial contribution,Remained about the same,,Yes,52.1325073242187,0.98980712890625
179,108054,2,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,HNC/HND or equivalent,Other Christian,,Married,2,,None,,,,1,Yes,Yes,Yes,Yes,No,No,No,No,Decreased,Decreased,No,Yes,No,No,No,No,Remained about the same,Remained about the same,No,Yes,No,Yes,No,No,Remained about the same,Remained about the same,Yes,Yes,Yes,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Most of the time,Remained about the same,7.0,Increased,1.0,Remained about the same,None,Remained about the same,Yes,No,Very good,About the same,Good,About the same,Yes,Yes,Remained about the same,,,,"Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted",No impact,,,Both,No contribution,Both,Remained about the same,,In part,52.1325073242187,0.98980712890625
180,108054,3,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,Protestant,,Married,None,,,,,,1,No,Yes,No,No,No,No,No,No,,,Yes,Yes,No,No,No,No,Increased,Remained about the same,No,No,No,No,No,No,,,Yes,Yes,Yes,No,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,Very concerned,Most of the time,Remained about the same,5.0,Remained about the same,7.0,Increased,Mild,Remained about the same,No,,Good,About the same,Very good,About the same,Yes,Yes,Remained about the same,,,,No impact,,"Yes, mixed impact",,,,Contribution of time,Financial contribution,,Remained about the same,Decreased,In part,51.4963989257812,-0.122406005859375
181,108054,4,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,2,Yes,Yes,Yes,Yes,No,No,Yes,No,Decreased,Decreased,No,Yes,No,No,No,No,Remained about the same,Decreased,Yes,Yes,Yes,Yes,Yes,No,Remained about the same,Remained about the same,Yes,Yes,No,Yes,No,No,Decreased,Remained about the same,Hardly ever or never,Remained about the same,A little concerned,Some of the time,Decreased,4.0,Remained about the same,7.0,Remained about the same,Moderate,Remained about the same,Yes,Yes,Poor,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted",,"Yes, negatively impacted","Yes, negatively impacted",,,Financial contribution,,Financial contribution,Remained about the same,,In part,52.1325073242187,0.98980712890625
182,108062,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Sixth year studies or equivalent,Protestant,,Married,3,,,None,,,1,Yes,Yes,No,Yes,No,No,No,Yes,Remained about the same,Decreased,No,Yes,Yes,No,No,No,Remained about the same,Remained about the same,No,Yes,No,No,No,No,Remained about the same,Remained about the same,No,Yes,Yes,No,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,Extremely concerned,All of the time,Remained about the same,5.0,Remained about the same,4.0,Remained about the same,None,Remained about the same,No,,Excellent,About the same,Excellent,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted",No impact,"Yes, negatively impacted","Yes, positively impacted",,,Financial contribution,,Financial contribution,Increased,,Yes,52.0610961914062,1.1575927734375
183,108062,2,England,,Male,55-64 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,4 or more,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Increased,Decreased,No,No,Yes,No,Yes,Yes,Remained about the same,Decreased,No,Yes,Yes,No,Yes,No,Remained about the same,Decreased,Yes,No,Yes,Yes,No,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Decreased,7.0,Remained about the same,7.0,Remained about the same,Moderate,Remained about the same,Yes,Yes,Good,About the same,Good,About the same,Yes,Yes,Decreased,,,,"Yes, mixed impact","Yes, negatively impacted",No impact,"Yes, negatively impacted",,,Both,No contribution,Both,Remained about the same,,Yes,52.0610961914062,1.1575927734375
184,108062,3,England,,Male,65-74 years,,,Employed,A private or family household,Still being bought,"No, I live with at least one other person",English,Primary or equivalent,Protestant,,Living with a partner as if married,1,No,,,,,2,Yes,No,Yes,Yes,Yes,Yes,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,No,No,Yes,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Hardly ever or never,Remained about the same,A little concerned,None of the time,Remained about the same,0.0,Remained about the same,5.0,Remained about the same,Moderate,Remained about the same,No,,Good,About the same,Excellent,About the same,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact","Yes, negatively impacted",,,,Financial contribution,,,Decreased,Yes,52.5753936767578,1.09410095214843
185,108064,1,England,,Female,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,O level/O grade or equivalent,No religion/Atheist/Agnostic,,Married,2,,None,,,,1,Yes,Yes,Yes,Yes,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,Yes,Yes,No,No,Decreased,Decreased,Some of the time,Increased,Very concerned,Some of the time,Remained about the same,7.0,Decreased,7.0,Increased,Mild,Remained about the same,No,,Good,About the same,Fair,Worse,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Contribution of time,,Both,Increased,,In part,52.5677947998046,1.66200256347656
186,108065,1,England,,Other:,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,1,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Remained about the same,Decreased,No,Yes,No,No,No,No,Decreased,Decreased,Yes,Yes,No,Yes,Yes,No,Remained about the same,Decreased,Yes,Yes,No,Yes,Yes,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,Most of the time,Decreased,4.0,Decreased,5.0,Increased,None,Remained about the same,Yes,Yes,Fair,About the same,Excellent,About the same,Yes,Yes,Increased,,,,"Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,,Both,Increased,,Yes,52.3404998779296,0.993499755859375
187,108065,2,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,Protestant,,Married,2,,None,,,,1,No,Yes,Yes,Yes,No,No,No,No,Remained about the same,Remained about the same,Yes,No,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Yes,Yes,Yes,No,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,6.0,Remained about the same,3.0,Remained about the same,None,Remained about the same,No,,Good,About the same,Good,About the same,Yes,Yes,Remained about the same,,,,"Yes, mixed impact","Yes, negatively impacted","Yes, mixed impact","Yes, negatively impacted",,,Financial contribution,Both,Both,Remained about the same,Remained about the same,In part,52.656997680664,1.206298828125
188,109009,1,England,,Male,55-64 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Remained about the same,Decreased,No,Yes,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,No,Yes,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Most of the time,Remained about the same,3.0,Increased,1.0,Remained about the same,,Remained about the same,No,,Very good,Better,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",No impact,,,Both,,Both,Remained about the same,,Yes,51.8813934326171,-2.23739624023437
189,109021,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,First degree,No religion/Atheist/Agnostic,,Married,1,No,,,,,0,No,Yes,No,No,No,Yes,No,No,Decreased,Decreased,No,No,No,No,No,No,,,No,No,No,No,No,No,,,Yes,No,Yes,Yes,No,Yes,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,7.0,Increased,6.0,Increased,None,Remained about the same,No,,Very good,About the same,Very good,About the same,Yes,Yes,Increased,,,,"Yes, positively impacted","Yes, positively impacted","Yes, mixed impact","Yes, mixed impact",,,Financial contribution,No contribution,Financial contribution,Increased,,Yes,51.6468048095703,-1.25090026855468
190,109027,1,England,,Female,65-74 years,,,Retired,A private or family household,,"No, I live with at least one other person",British,HNC/HND or equivalent,Catholic,,Married,1,No,,,,,0,No,Yes,Yes,Yes,No,No,No,No,Increased,Decreased,No,No,No,No,No,No,,,No,No,No,No,No,No,,,No,Yes,No,Yes,No,No,Decreased,Decreased,Some of the time,Increased,A little concerned,Some of the time,Decreased,5.0,Decreased,6.0,Remained about the same,None,Remained about the same,No,,Good,About the same,Fair,Worse,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact","Yes, mixed impact",,,Both,Contribution of time,Contribution of time,Decreased,Decreased,No,51.5032958984375,-0.689407348632812
191,109027,2,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,2,Yes,Yes,Yes,No,No,No,Yes,No,Remained about the same,Remained about the same,No,No,Yes,No,No,No,Remained about the same,Remained about the same,Yes,No,No,No,Yes,No,Remained about the same,Decreased,Yes,Yes,Yes,Yes,No,No,Remained about the same,Decreased,Some of the time,Remained about the same,Very concerned,Some of the time,Decreased,4.0,Remained about the same,7.0,Increased,Moderate,Remained about the same,Yes,No,Good,About the same,Good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact","Yes, mixed impact",,,Financial contribution,,Financial contribution,Remained about the same,,Yes,51.5177001953125,-0.621505737304687
192,109027,3,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,First degree,Protestant,,Married,2,,1,,,,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,No,No,No,No,No,No,Remained about the same,Decreased,Yes,Yes,No,No,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Remained about the same,4.0,Increased,3.0,Remained about the same,Moderate,Remained about the same,No,,Very good,About the same,Excellent,About the same,Yes,Yes,Remained about the same,,,,"Yes, mixed impact",No impact,No impact,No impact,,,Both,,Both,Remained about the same,,In part,51.5032958984375,-0.689407348632812
193,109027,4,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,Protestant,,Married,3,,,None,,,0,Yes,Yes,Yes,Yes,No,No,No,No,Decreased,Decreased,No,No,No,No,No,No,,,Yes,Yes,No,No,No,Yes,Decreased,Decreased,Yes,No,Yes,No,No,No,Decreased,Decreased,Hardly ever or never,Increased,Very concerned,Some of the time,Decreased,4.0,Decreased,4.0,Remained about the same,None,Remained about the same,Yes,No,Very good,About the same,Excellent,About the same,Yes,Yes,Decreased,,,,"Yes, mixed impact","Yes, negatively impacted","Yes, positively impacted",No impact,,,Financial contribution,No contribution,Contribution of time,Increased,,In part,51.471206665039,-0.942092895507812
194,109027,5,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Indian or Indian British,Postgraduate/higher degree,Other Non-Christian Religion,,Married,3,,,None,,,3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Increased,Decreased,No,No,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,Remained about the same,Remained about the same,No,Yes,No,No,Yes,Yes,Increased,Decreased,Hardly ever or never,Decreased,Moderately concerned,Most of the time,Decreased,6.0,Increased,6.0,Remained about the same,None,Remained about the same,No,,Very good,Better,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted",No impact,No impact,,,Financial contribution,No contribution,No contribution,Increased,,Yes,51.4990997314453,-0.55450439453125
195,109028,1,England,,Female,55-64 years,,,Looking after home or family,A private or family household,,"No, I live with at least one other person",Any Mixed or Multiple ethnic groups,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,1,Yes,Yes,No,Yes,Yes,No,Yes,No,Remained about the same,Decreased,No,Yes,No,No,No,No,Remained about the same,Remained about the same,No,Yes,Yes,No,Yes,No,Increased,Decreased,No,Yes,Yes,Yes,Yes,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,Most of the time,Remained about the same,7.0,Increased,0.0,Remained about the same,None,Remained about the same,Yes,Yes,Very good,About the same,Very good,About the same,Yes,Yes,Remained about the same,,,,"Yes, mixed impact","Yes, positively impacted","Yes, negatively impacted","Yes, positively impacted",,,Both,,Both,Remained about the same,,Yes,51.5032958984375,-0.689407348632812
196,109028,2,England,,Female,18-54 years,,,Employed,A private or family household,Owned outright,"No, I live with at least one other person",English,HNC/HND or equivalent,Catholic,,Married,None,,,,,,1,Yes,Yes,No,No,No,No,No,No,,,No,No,No,Yes,No,No,Remained about the same,Remained about the same,Yes,Yes,Yes,Yes,No,No,Remained about the same,Remained about the same,No,No,Yes,Yes,No,Yes,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Decreased,5.0,Remained about the same,0.0,Remained about the same,Moderate,Remained about the same,Yes,No,Fair,About the same,Very good,About the same,Yes,Yes,Increased,,,,"Yes, negatively impacted","Yes, negatively impacted",No impact,"Yes, mixed impact",,,Contribution of time,No contribution,Contribution of time,Remained about the same,,Yes,51.4963989257812,-0.122406005859375
197,109028,3,England,,Female,18-54 years,,,Self-employed,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,No religion/Atheist/Agnostic,,Married,1,Yes,,,,,1,Yes,Yes,Yes,No,No,No,No,No,Increased,Increased,No,No,No,No,No,No,Remained about the same,Decreased,No,Yes,No,Yes,No,No,Remained about the same,Decreased,Yes,Yes,Yes,Yes,No,Yes,Remained about the same,Decreased,Some of the time,Decreased,Moderately concerned,Some of the time,Decreased,6.0,Remained about the same,1.0,Increased,Moderate,Remained about the same,No,,Very good,About the same,Good,About the same,Yes,Yes,Remained about the same,,,,"Yes, mixed impact","Yes, negatively impacted","Yes, mixed impact","Yes, positively impacted",,,Contribution of time,,,Remained about the same,,Yes,,
198,109032,1,England,,Female,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,0,Yes,Yes,Yes,No,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Yes,No,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,Yes,Yes,No,No,Decreased,Decreased,Hardly ever or never,Increased,A little concerned,Some of the time,Remained about the same,7.0,Increased,5.0,Remained about the same,Mild,Remained about the same,No,,Very good,About the same,Very good,About the same,Yes,Yes,Remained about the same,,,,"Yes, mixed impact","Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted",,,Both,,Both,Increased,,Yes,51.6484985351562,-0.780105590820312
199,109032,2,England,,Male,55-64 years,,,Employed,A private or family household,Still being bought,"No, I live with at least one other person",English,First degree,Protestant,,Living with a partner as if married,3,,,None,,,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Remained about the same,Decreased,No,No,Yes,Yes,No,No,Remained about the same,Remained about the same,Yes,Yes,Yes,No,No,No,Increased,Decreased,No,Yes,Yes,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,A little concerned,Some of the time,Decreased,2.0,Increased,3.0,Decreased,Moderate,Worsened,No,,Good,About the same,Fair,Worse,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Financial contribution,Financial contribution,Contribution of time,Increased,Increased,In part,51.4035949707031,-0.761795043945312
200,109032,3,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,Protestant,,Married,2,,None,,,,2,Yes,Yes,No,No,No,No,Yes,Yes,Increased,Remained about the same,No,No,No,No,Yes,Yes,Increased,Remained about the same,No,No,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,Yes,Yes,Yes,Yes,Increased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Remained about the same,7.0,Increased,2.0,Remained about the same,Mild,Remained about the same,No,,Excellent,About the same,Excellent,About the same,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, negatively impacted",No impact,"Yes, mixed impact",,,Financial contribution,No contribution,Financial contribution,Increased,,Yes,51.6484985351562,-0.780105590820312
201,109037,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,Protestant,,Married,3,,,1,,,2,Yes,Yes,Yes,No,No,Yes,No,Yes,Remained about the same,Decreased,No,Yes,No,No,No,Yes,Remained about the same,Remained about the same,No,No,No,No,No,Yes,Remained about the same,Remained about the same,Yes,Yes,Yes,Yes,No,Yes,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,A little concerned,Some of the time,Remained about the same,2.0,Remained about the same,6.0,Increased,Mild,Remained about the same,No,,Good,About the same,Very good,About the same,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,No contribution,Both,Increased,,No,51.7095031738281,-1.36140441894531
202,109039,1,England,,Male,55-64 years,,,Employed,A private or family household,Owned outright,,Scottish,HNC/HND or equivalent,No religion/Atheist/Agnostic,,Married,2,,2,,,,1,No,Yes,Yes,No,Yes,Yes,No,Yes,Increased,Increased,No,Yes,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Yes,Yes,Yes,Yes,Yes,Yes,Decreased,Decreased,Some of the time,Increased,Moderately concerned,Some of the time,Decreased,5.0,Increased,4.0,Increased,Severe,Worsened,No,,Good,About the same,Fair,Worse,Yes,Yes,Remained about the same,,,,"Yes, mixed impact","Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted",,,Both,No contribution,Both,Remained about the same,,Yes,52.3067932128906,0.7322998046875
203,109042,1,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",British,Postgraduate/higher degree,Protestant,,Married,2,,None,,,,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Yes,Yes,No,No,No,No,Remained about the same,Remained about the same,No,No,Yes,Yes,Yes,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Decreased,7.0,Remained about the same,6.0,Remained about the same,Moderate,Remained about the same,No,,Very good,About the same,Good,About the same,Yes,Yes,Increased,,,,"Yes, negatively impacted","Yes, mixed impact",No impact,No impact,,,Both,Both,Contribution of time,Increased,Increased,Yes,51.456802368164,-1.04420471191406
204,109042,2,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Any other White ethnic group,Postgraduate/higher degree,Catholic,,Married,1,Yes,,,,,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remained about the same,Increased,No,No,No,No,No,No,Remained about the same,Remained about the same,No,Yes,Yes,No,Yes,Yes,Decreased,Decreased,Yes,Yes,Yes,Yes,Yes,Yes,Decreased,Decreased,Hardly ever or never,Remained about the same,A little concerned,Some of the time,Increased,7.0,Remained about the same,5.0,Remained about the same,Mild,Remained about the same,No,,Excellent,About the same,Excellent,About the same,Yes,Yes,Increased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Contribution of time,Financial contribution,Contribution of time,Remained about the same,Increased,Yes,51.4031982421875,-0.920700073242187
205,109042,3,England,,Male,75 or more years,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,No,No,No,No,No,No,,,No,No,No,No,No,No,,,No,No,No,No,No,No,,,,,Extremely concerned,,,,,,,,,,,,,,,Yes,Yes,Decreased,,,,,,,,,,Financial contribution,,,Decreased,,Yes,,
206,109042,4,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,O level/O grade or equivalent,Protestant,,Married,2,,None,,,,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Increased,Decreased,No,No,No,No,No,No,,,No,No,No,Yes,No,No,Decreased,Decreased,Yes,Yes,Yes,No,Yes,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Extremely concerned,Some of the time,Decreased,6.0,Decreased,3.0,Remained about the same,Moderate,Remained about the same,Yes,No,Very good,About the same,Excellent,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, mixed impact","Yes, mixed impact","Yes, negatively impacted",,,Both,Both,Financial contribution,Increased,Remained about the same,Yes,50.9116973876953,-1.53419494628906
